ID,Average_Rating,Reviews,Sentiment Ratio
B0014CSIG6,4.6,10,0.2538
B0014CRZWE,4.7,20,0.5813
B0014CSIG6,4.8,10,0.3966
B0014CRZWE,4.6,20,0.6392
B0014CU2C4,4,1,0.9657
B0014CSIG6,4.3,10,0.405
B0014CRZWE,4.6,10,0.6819
B0014CSIG6,3.7,10,0.2792
B0014CRZWE,4.8,10,0.7947
B0014CU26K,5,4,0.573
B0014CRZWE,4.5,10,0.7956
B0014CSIG6,3.6,20,0.2413
B0014CRZWE,4.9,10,0.8575
B0014CSIG6,4.5333,30,0.4586
B0014CRZWE,5,10,0.7421
B0014CSIG6,4.9,10,0.4961
B0014CRZWE,5,10,0.7658
B0014CSIG6,4.5,80,0.4167
B0014CWPHY,4.3333,3,-0.4749
B0014CSIG6,5,10,0.4509
B0014CWPHY,4.8,20,0.3432
B0014CSIG6,5,10,0.6387
B0014CWPHY,4.9,10,0.5253
B0014CSIG6,4.9,10,0.7306
B0014CWPHY,4.65,20,0.135
B0014CSIG6,5,10,0.5285
B0014CWPHY,3.9,10,0.0531
B0014CSIG6,4.3,10,0.4445
B0014CWPHY,3.7,10,0.383
B0014CX0PK,4.3333,6,0.6642
B0014CSIG6,4.7,20,0.5047
B0014CS0BE,5,5,0.2719
B0014CZ1AW,4.4286,7,0.7132
B0014CX0PK,4.5,10,0.2517
B0014CSIG6,4.2,10,0.4504
B0014CX0PK,4.7,10,0.4441
B0014CS0BE,4.4,10,0.3701
B0014CZ1AW,3.3,10,0.1671
B0014CS0BE,4.8,10,0.3362
B0014CSIG6,4.4,10,0.4059
B0014CX0PK,4.5,10,0.4988
B0014CZ1AW,3.9,10,0.4163
B0014CS0BE,4.9,10,0.5719
B0014CSIG6,4.1,10,0.4069
B0014CZ1AW,3.3,10,0.0656
B0014CX0PK,4.9,10,0.5938
B0014CZ1AW,4.5,10,0.4471
B0014CS0BE,4.8889,9,0.4729
B0014CZ1AW,4.6,10,0.5925
B0014CX0PK,4.6,10,0.3922
B0014CS0BE,4.3,10,0.443
B0014CSIG6,4.7,10,0.3836
B0014CX0PK,5,10,0.6087
B0014CS0BE,4.8,10,0.4619
B0014CZ1AW,4.5,20,0.4006
B0014CS0BE,5,10,0.4908
B0014CSIG6,4.7,10,0.5183
B0014CX0PK,4.8,10,0.6589
B0014CZ1AW,4.3,10,0.3044
B0014CS0BE,4.4,10,0.4049
B0014CX0PK,4.4,10,0.2852
B0014CZ1AW,4.2,10,0.2954
B0014CS0BE,4.6,10,0.4687
B0014CSIG6,4.7,10,0.7438
B0014CZ1AW,4.8,10,0.5374
B0014CS0BE,4.8,10,0.4985
B0014CV2IW,4.25,8,0.5579
B0014CS0BE,4.9,10,0.4449
B0014CX0PK,5,10,0.7424
B0014CV2IW,5,10,0.329
B0014CS0BE,4.8,10,0.4862
B0014CSIG6,4.6,10,0.5196
B0014CV2IW,4.8,10,0.3416
B0014CSIG6,4.8,10,0.7268
B0014CV2IW,4.7,10,0.2822
B0014CZ1JS,4.6667,6,0.571
B0014CS0BE,5,10,0.4626
B0014CX0PK,4.5,10,0.8176
B0014CV2IW,3.9,10,0.308
B0014CS0BE,5,10,0.6792
B0014CSIG6,4.6,10,0.7342
B0014CV2IW,4.5,10,0.362
B0014CSIG6,4.9,10,0.5155
B0014CS0BE,3.9,10,0.2843
B0014CV2IW,4.2,20,0.382
B0014CS0BE,4.7,10,0.683
B0014CSIG6,4.3,10,0.291
B0014CV2IW,4.3,20,0.3374
B0014CSIG6,4.9,10,0.6394
B0014CS0BE,4.9,10,0.7008
B0014CX0PK,4.9,10,0.7906
B0014CV2IW,4,10,0.1178
B0014CSIG6,4.8,10,0.3919
B0014CV2IW,4.8,10,0.4618
B0014CS0BE,4.9,10,0.7808
B0014CV2IW,4.5,10,0.3919
B0014CZJ36,4.6667,9,0.4032
B0014CSIG6,4.7,10,0.3832
B0014CV2IW,3.8,10,0.4546
B0014CS0BE,4.3,10,0.556
B0014CV2IW,4.7,10,0.2594
B0014CX4YW,4.6,10,0.3756
B0014CS0BE,4.4,10,0.7914
B0014CX0PK,5,10,0.3649
B0014CV2IW,4.5,10,0.3421
B0014CZJ36,4.7,10,0.3704
B0014CS0BE,2.9,10,0.3576
B0014CX0PK,4.8,10,0.6925
B0014CSIG6,4.3,10,0.4645
B0014CV2IW,4.6,10,0.3427
B0014CX4YW,4.8,10,0.3585
B0014CZJ36,4.6,10,0.6066
B0014CS0BE,4.8,10,0.678
B0014CV2IW,4.4,10,0.411
B0014CX4YW,3.9,10,0.3763
B0014CV2IW,4.5,10,0.5041
B0014CX0PK,4.8,10,0.3842
B0014CS0BE,4.2,10,0.5654
B0014CSIG6,5,10,0.5866
B0014CZJ36,4.2,10,0.5124
B0014CV2IW,4.3,20,0.5599
B0014CZJ36,4.6,10,0.5759
B0014CX0PK,4.7,10,0.3922
B0014CV2IW,3.5,10,0.1815
B0014CZJ36,4.7,10,0.5512
B0014CSIG6,4.6,10,0.3341
B0014CV2IW,4.3,10,0.5497
B0014CX0PK,4.9,10,0.5502
B0014CV2IW,4.45,20,0.2909
B0014CZJ36,5,10,0.5495
B0014CSIG6,4.8889,9,0.4455
B0014CV2IW,3.9,10,0.3975
B0014CZJ36,4.5,10,0.6148
B0014CV2IW,4.2,10,0.1976
B0014CX0PK,4.9,10,0.6384
B0014CXT2O,4.5,10,0.5855
B0014CSIG6,4.6,10,0.6597
B0014CZJ36,4.4,10,0.3909
B0014CV2IW,4.25,20,0.467
B0014CSIG6,5,10,0.2777
B0014CV2IW,3.8,10,0.2818
B0014CX0PK,4.8,10,0.4536
B0014CV2IW,3.85,20,0.3469
B0014CSIG6,5,10,0.6801
B0014CV2IW,4.6,10,0.3382
B0014CSIG6,4.6,10,0.4186
B0014CV2IW,3.5,20,0.2789
B0014CSIG6,4.4,10,0.513
B0014CV2IW,4.5,10,0.5532
B0014CX0PK,4.9,10,0.6978
B0014CV2IW,4.7,10,0.4556
B0014CSIG6,4.8,10,0.5781
B0014CX0PK,5,10,0.619
B0014CSIG6,4.5,10,0.1832
B0014CX0PK,5,10,0.8132
B0014CSIG6,4.3,10,0.4209
B0014CX0PK,5,10,0.7622
B0014CSIG6,4.2,10,0.4496
B0014CUCU6,3.5,2,0.6545
B0014CSIG6,4.9,10,0.3996
B0014CX0PK,4.6,10,0.6276
B0014CSIG6,4.7,10,0.5598
B0014CUCU6,4.8,10,0.2715
B0014CSIG6,4.6,10,0.4621
B0014CUCU6,4.5,10,0.4391
B0014CX0PK,5,10,0.8919
B0014CUCU6,4.3,10,0.5277
B0014CSIG6,5,10,0.8312
B0014CUCU6,4.85,20,0.4781
B0014CSIG6,4.8,10,0.3349
B0014CUCU6,4.5,10,0.685
B0014CSIG6,4.6,10,0.469
B0014CX0PK,5,10,0.7851
B0014CUCU6,4.9,10,0.5015
B0014CSIG6,5,10,0.4372
B0014CUCU6,4.9,10,0.5827
B0014CSIG6,5,10,0.4869
B0014CUCU6,4.9,10,0.6008
B0014CSIG6,4.8,10,0.5827
B0014CUCU6,4.9,10,0.4828
B0014CX0PK,5,10,0.7209
B0014CUCU6,4.5,10,0.5528
B0014CSIG6,4.5,10,0.2981
B0014CUCU6,4.7,20,0.4825
B0014CSIG6,5,10,0.6501
B0014CUCU6,4.7,10,0.5111
B0014CX0PK,4.9,10,0.6753
B0014CSIG6,4.6,20,0.5043
B0014CUCU6,4.5667,30,0.4804
B0014CSIG6,4,10,0.5064
B0014CUCU6,4.4,10,0.5253
B0014CX0PK,4.9,10,0.7567
B0014CW0TC,4.8571,7,0.5138
B0014CSIG6,4.6,10,0.6425
B0014CUCU6,4.8,10,0.5155
B0014CW0TC,4.2,10,0.5451
B0014CSIG6,4.2,10,0.4979
B0014CUCU6,4.8,10,0.5453
B0014CW0TC,4.9,10,0.5266
B0014CSIG6,5,10,0.3056
B0014CUCU6,4.9,10,0.5967
B0014CW0TC,4.7,20,0.7817
B0014CSIG6,4.3,10,0.3232
B0014CUCU6,4.6,10,0.4279
B0014CZUZ8,4.5,4,0.5286
B0014CUCU6,4.9,10,0.6254
B0014CSIG6,5,10,0.3757
B0014CX0PK,5,10,0.7144
B0014CZUZ8,4.3,10,0.2682
B0014CUCU6,4.8,10,0.4608
B0014CSIG6,4.4,10,0.4541
B0014CUCU6,4.7,10,0.4156
B0014CZUZ8,4.4,10,0.4825
B0014CUCU6,4,10,0.485
B0014CSIG6,4.9,10,0.3489
B0014CX0PK,5,10,0.7857
B0014CSIG6,4.5,10,0.4953
B0014CZUZ8,4.7,10,0.2869
B0014CUCU6,4.6,10,0.4443
B0014CZUZ8,4.4,10,0.0605
B0014CUCU6,5,10,0.4885
B0014CX0PK,4.9,10,0.6739
B0014CSIG6,4.7,10,0.511
B0014CUCU6,4.6,10,0.511
B0014CZUZ8,4.2,10,-0.013
B0014CSIG6,4.6,10,0.3325
B0014D2AFU,5,3,0.2721
B0014CUCU6,4.7,10,0.5796
B0014CZUZ8,4.7,10,0.6295
B0014CYKKO,4.5,10,0.8579
B0014CSIG6,4.5,10,0.475
B0014CUCU6,4.5,10,0.7614
B0014CZUZ8,3.9,10,0.3748
B0014CSIG6,4.2,10,0.503
B0014D2AFU,4.7,10,0.5475
B0014CYKKO,4.5,10,0.6054
B0014CZUZ8,3.6,10,-0.1637
B0014CSIG6,4.7,10,0.4698
B0014CUCU6,4.6,10,0.208
B0014D2AFU,3.7,10,0.787
B0014CX0PK,4.7,10,0.6145
B0014CSIG6,4.8,10,0.4819
B0014CYKKO,4.7,10,0.4427
B0014CZUZ8,3.4,10,0.283
B0014CUCU6,3.7,10,0.3127
B0014CYKKO,4.2,10,0.7014
B0014CZUZ8,3.9,10,0.3559
B0014CX0PK,4.9,10,0.7578
B0014CYKKO,4.8,10,0.6288
B0014CZUZ8,3.3,10,-0.0358
B0014CSIG6,4.7,10,0.0923
B0014CYKKO,5,10,0.7074
B0014CSIG6,5,10,0.4699
B0014CZUZ8,3,10,0.0774
B0014CYKKO,5,10,0.4638
B0014CZUZ8,4.2,10,0.3888
B0014CX0PK,4.4,10,0.6967
B0014CSIG6,5,10,0.4331
B0014CYKKO,4.2,10,0.6231
B0014CZUZ8,3.4,10,0.2819
B0014CYKKO,4,10,0.3933
B0014CZUZ8,3.6,10,0.2785
B0014CSIG6,5,10,0.2072
B0014CZUZ8,3.7,10,0.3599
B0014CYKKO,4.7,10,0.5369
B0014CX0PK,4.7,10,0.7598
B0014CSIG6,4.8,10,0.6516
B0014CZUZ8,4.4,10,0.4164
B0014CYKKO,4.7,10,0.7551
B0014CSIG6,5,10,0.5202
B0014CZUZ8,4,10,0.2154
B0014CX0PK,4.9,10,0.67
B0014CYKKO,4.9,10,0.5203
B0014CSIG6,5,10,0.4878
B0014CZUZ8,4.5,10,0.5063
B0014CYKKO,4.8,10,0.4404
B0014CZUZ8,4.5,10,0.4473
B0014CSIG6,4.6,10,0.5834
B0014CYKKO,5,10,0.8145
B0014CZUZ8,4.2,10,0.5221
B0014CXS8O,5,9,0.7936
B0014CYKKO,4.7,10,0.662
B0014CZUZ8,3.5,10,0.2471
B0014CSIG6,5,10,0.5941
B0014CX0PK,4.6,10,0.8243
B0014CZUZ8,4,10,0.3376
B0014CXS8O,4.7,10,0.5769
B0014CSIG6,4.5,10,0.3777
B0014CZUZ8,4.2,10,0.1991
B0014CXS8O,3.8,10,0.457
B0014CZUZ8,3.3,10,0.2603
B0014CX0PK,4.9,10,0.9208
B0014CSIG6,4.8,10,0.5575
B0014CXS8O,4.8,10,0.4092
B0014CZUZ8,3.8,10,0.3443
B0014D0QDS,4.5,8,0.6172
B0014CXS8O,4.5,10,0.5635
B0014CZUZ8,3.9,10,0.2351
B0014CXS8O,4.2,10,0.5712
B0014CSIG6,4.8,10,0.329
B0014CZUZ8,3.9,10,0.2776
B0014CXS8O,4.7,10,0.6716
B0014D0QDS,4.7,10,0.4422
B0014CSIG6,5,10,0.4816
B0014CXS8O,4.2,10,0.4892
B0014D0QDS,4.2,10,0.4628
B0014CZUZ8,3.3,10,0.218
B0014CX0PK,4.9,10,0.5304
B0014CXS8O,4.6,10,0.6241
B0014D0QDS,4.6,10,0.5444
B0014CSIG6,4.5,10,0.5413
B0014CZUZ8,3.7,10,0.2171
B0014CXS8O,4.6,10,0.4626
B0014D0QDS,4.9,10,0.6494
B0014CSIG6,4.4,10,0.5174
B0014D2CIU,4.6,5,0.4883
B0014D0QDS,4.7,10,0.4187
B0014CXS8O,4.5,10,0.7107
B0014CZUZ8,3.9,10,0.1677
B0014CSIG6,5,10,0.6368
B0014D0QDS,4.4,10,0.4619
B0014CXS8O,4.3,10,0.4978
B0014CX0PK,4.8,10,0.8987
B0014CZUZ8,4.2,10,0.2865
B0014CSIG6,4.4,10,0.3605
B0014CXS8O,4.7,10,0.563
B0014D0QDS,4.8,10,0.6819
B0014CZUZ8,4.2,10,0.2432
B0014CXS8O,4.8,10,0.5394
B0014D0QDS,4.9,10,0.541
B0014D2CIU,5,10,0.4856
B0014CSIG6,4.6,10,0.3928
B0014D0QDS,4.8,10,0.4201
B0014CXS8O,4.1,10,0.3863
B0014CZUZ8,4,10,0.0149
B0014D0QDS,4.8,10,0.5738
B0014D2CIU,4.7,10,0.2862
B0014CXS8O,5,10,0.5917
B0014CSIG6,4.9,10,0.5656
B0014CZUZ8,3.7,10,0.3312
B0014CSIG6,4,10,0.3817
B0014D0QDS,4.5,10,0.5628
B0014CXS8O,5,10,0.6204
B0014D2CIU,4.5,10,0.477
B0014CXS8O,4.7,10,0.4262
B0014D0QDS,5,10,0.5818
B0014CZUZ8,4.5,10,0.2874
B0014D2CIU,5,10,0.2954
B0014CSIG6,5,10,0.6577
B0014CXS8O,4.8,10,0.6208
B0014D0QDS,4.9,10,0.5983
B0014CZUZ8,4.5,10,0.5288
B0014CX0PK,4.9,10,0.8669
B0014CXS8O,5,10,0.5897
B0014D0QDS,4.9,10,0.8148
B0014D2CIU,4.8,10,0.5466
B0014CZUZ8,3.7,10,0.1163
B0014D0QDS,4.8,10,0.6528
B0014CXS8O,4.8,10,0.5235
B0014CSIG6,4.8,10,0.6315
B0014D2CIU,4.6,10,0.2556
B0014D0QDS,4.9,10,0.6956
B0014CZUZ8,4,10,0.2095
B0014CXS8O,4.6,10,0.4422
B0014CSIG6,4.2,10,0.4183
B0014D0QDS,4.9,10,0.6917
B0014CXS8O,4.8,10,0.6826
B0014CZUZ8,4.6,10,0.5746
B0014D2CIU,4.4,10,0.4269
B0014D0QDS,4,10,0.5556
B0014CXS8O,4.3,10,0.7022
B0014CZUZ8,4.6,10,0.5165
B0014CX0PK,4.9,10,0.846
B0014CXS8O,4.6,10,0.6471
B0014D2CIU,4.7,10,0.6118
B0014CSIG6,4.8,10,0.6363
B0014CZUZ8,4.3,10,0.2064
B0014CXS8O,5,10,0.5104
B0014D2CIU,4.8,10,0.4532
B0014CSIG6,4.3,10,0.4395
B0014CZUZ8,4.1,10,0.3672
B0014CX0PK,4.9,10,0.8541
B0014D2CIU,4.9,10,0.507
B0014CQ4CQ,4.875,8,0.0646
B0014CZUZ8,4.3,10,0.3208
B0014CSIG6,4.7,10,0.5629
B0014D2CIU,4.7,10,0.386
B0014CZUZ8,3.8,10,0.3225
B0014CQ4CQ,4.85,20,0.4496
B0014CZUZ8,3.5,10,-0.0375
B0014D2CIU,5,10,0.5017
B0014CX0PK,4.6,10,0.7406
B0014CQ4CQ,4.9,10,0.4779
B0014CSIG6,4.5,10,0.6211
B0014CQ4CQ,4.7,10,0.3143
B0014D2CIU,4.8,10,0.5221
B0014CZUZ8,3.85,20,0.2502
B0014D2CIU,4.9,10,0.3748
B0014CZUZ8,3.8,10,0.3847
B0014CSIG6,4.2,10,-0.0108
B0014D2CIU,4.3333,9,0.4535
B0014CZ0TE,4.5,2,0.8882
B0014CZUZ8,4.4,10,0.4489
B0014D2CIU,4.8,10,0.492
B0014CX0PK,4.9,10,0.8529
B0014CSIG6,4.8,10,0.8316
B0014CZUZ8,4.6,10,0.2276
B0014D2CIU,4.7,10,0.4397
B0014CZUZ8,4.6,10,0.5857
B0014D2CIU,4.9,10,0.6047
B0014CSIG6,4.7,10,0.7172
B0014CZ0TE,4.9,10,0.397
B0014CZUZ8,4.5,10,0.2409
B0014CSIG6,4.9,10,0.8039
B0014D2CIU,4.4,10,0.7081
B0014CZ0TE,3.7,10,0.2289
B0014CX0PK,4.9,10,0.8467
B0014CZUZ8,3.3,10,0.2082
B0014CSIG6,4.7,10,0.6887
B0014D2CIU,4.4,10,0.2791
B0014CZUZ8,3.8,10,0.4719
B0014CZ0TE,4.5,10,0.2539
B0014CSIG6,4.5,10,0.5503
B0014D2CIU,4.8,10,0.5968
B0014CZUZ8,4.2,10,0.3526
B0014CZ0TE,4,10,0.2655
B0014D2CIU,4.8,10,0.6214
B0014CZUZ8,4.5,10,0.5143
B0014D0UBG,4.25,8,0.5824
B0014D2DKC,4.5714,7,0.8342
B0014CZ0TE,3.2,10,0.2518
B0014CX0PK,5,10,0.7906
B0014CZUZ8,4.7,10,0.5466
B0014CSIG6,4.5,10,0.4029
B0014D2CIU,4.9,10,0.478
B0014D0UBG,3.7,10,0.472
B0014CZ0TE,4.5,10,0.5058
B0014D2DKC,4.3,10,0.4428
B0014D29PG,5,2,0.7533
B0014D0UBG,4.4,10,0.366
B0014CZUZ8,4.2,10,0.6048
B0014D2CIU,4.9,10,0.467
B0014CZ0TE,4.3,10,0.4568
B0014D2DKC,4.6,10,0.5567
B0014D0UBG,4.2,10,0.3904
B0014CZUZ8,4.4,10,0.341
B0014D2CIU,4.9,10,0.4209
B0014CSIG6,5,10,0.5461
B0014D0UBG,3.6,10,0.4718
B0014D29PG,4.8,10,0.5504
B0014CZUZ8,4.4,10,0.5629
B0014D0UBG,4,10,0.442
B0014D2CIU,4.9,10,0.479
B0014CX0PK,4.7,10,0.8428
B0014CSIG6,4.7,10,0.6537
B0014D0UBG,4.3,10,0.311
B0014CZUZ8,4.2,10,0.5524
B0014D2CIU,4.9,10,0.5517
B0014D0UBG,4,10,0.4262
B0014CSIG6,4.5,10,0.4958
B0014CZUZ8,3.7,10,0.3314
B0014D0UBG,3.4,10,0.1197
B0014D2CIU,3.9,10,0.281
B0014D0UBG,3.3,10,0.2574
B0014CZUZ8,4.3,10,0.4645
B0014CSIG6,4.4,10,0.6361
B0014D0UBG,3.4,10,0.4361
B0014CZUZ8,4.9,10,0.6064
B0014CX0PK,4.8,10,0.8582
B0014D0UBG,4.2,10,0.2901
B0014CZUZ8,4.2,10,0.3623
B0014CSIG6,4.7,10,0.6298
B0014D0UBG,4.5,10,0.462
B0014CZUZ8,4.5,10,0.5223
B0014D0UBG,3.1,10,0.3066
B0014CX0PK,4.9,10,0.6941
B0014D0UBG,3.8,10,0.5758
B0014CZUZ8,4.8,10,0.4472
B0014CSIG6,4.7,10,0.4689
B0014D0UBG,3.3,10,0.1891
B0014CZUZ8,4.3,10,0.4045
B0014CSIG6,4.2,10,0.6705
B0014CZUZ8,3.9,10,0.4202
B0014CSIG6,4.8,10,0.4858
B0014CX0PK,4.8,10,0.6528
B0014CZUZ8,4,10,0.2818
B0014CZLHK,2,2,0.8246
B0014CZUZ8,3.9,10,0.2107
B0014CX0PK,4.9,10,0.6483
B0014CZUZ8,3.8,10,0.3972
B0014CSIG6,4.2,10,0.3867
B0014CZUZ8,4.6,10,0.5219
B0014CSIG6,4.6,10,0.4698
B0014CZUZ8,4.45,20,0.5131
B0014CSIG6,4.9,10,0.6829
B0014CX0PK,4.3,10,0.6816
B0014CZUZ8,3.3,10,0.1791
B0014CSIG6,4,10,0.4806
B0014CZUZ8,4.6,20,0.6168
B0014CSIG6,4.4,10,0.5986
B0014CZUZ8,4.2,10,0.4774
B0014CSIG6,4.7,10,0.5654
B0014CZUZ8,4.0333,30,0.3671
B0014CSIG6,4.4,10,0.3945
B0014CZUZ8,3.6,10,0.2476
B0014CSIG6,4.6,10,0.6204
B0014CZUZ8,4.2907,430,0.4103
B0014CZJ8G,3.9,10,0.5326
B0014CZUZ8,4.2231,130,0.3614
B0014D3O9G,2,1,-0.3149
B0014CZUZ8,4.2,20,0.3013
B0014D3O9G,4.5,10,0.387
B0014CZUZ8,4.3688,160,0.4352
B0014D3MH0,5,4,0.3308
B0014CZUZ8,3.98,50,0.4315
B0014D3MH0,4.7,10,0.2727
B0014CZUZ8,4.4,10,0.3964
B0014D3MH0,4.9,10,0.3538
B0014CZUZ8,4.2,10,0.4066
B0014D3MH0,4.9,10,0.4651
B0014CZUZ8,4.75,20,0.4148
B0014D3MH0,4.8,10,0.3665
B0014CZUZ8,4.6,10,0.4024
B0014D3MH0,4.9,10,0.3008
B0014CZUZ8,4.6,10,0.573
B0014D3MH0,4.7,10,0.1088
B0014CZUZ8,4.9,10,0.666
B0014D3MH0,5,10,0.2539
B0014CZUZ8,4.3,20,0.2735
B0014D3MH0,4.8,10,0.3325
B0014CZUZ8,3.6,10,0.2203
B0014D3MH0,4.7,20,0.3528
B0014CZUZ8,4.35,20,0.3528
B0014D3MH0,4.6,10,0.2737
B0014CVSOA,3.7778,9,0.6093
B0014CZUZ8,3.6,10,0.1354
B0014D3MH0,4.8,10,0.3982
B0014CZUZ8,4.4,10,0.481
B0014D3MH0,4.7,10,0.5383
B0014CZUZ8,3.6,10,0.3221
B0014D3MH0,5,10,0.2207
B0014CZUZ8,3.6,10,0.2105
B0014D3MH0,4.7,10,-0.0509
B0014CZUZ8,4.7,10,0.4094
B0014D3MH0,4.9,10,-0.0352
B0014D5NVS,4,3,0.277
B0014CZUZ8,4.5,10,0.4543
B0014D3MH0,4.5,10,0.0853
B0014CVSOA,4.1,10,0.5035
B0014CZUZ8,3.9,10,0.3134
B0014D3MH0,4.9,10,0.6274
B0014D5NVS,4.9,10,0.4897
B0014CZUZ8,3.6,20,0.29
B0014D3MH0,4.8,10,0.0204
B0014D5NVS,4.3,10,0.4736
B0014CVSOA,4.3,10,0.5492
B0014D5NVS,3.6,10,0.0142
B0014CZUZ8,3.2,10,0.1812
B0014D3MH0,5,10,0.4692
B0014D5NVS,4.9,10,0.5222
B0014CZUZ8,4.3,10,0.6423
B0014D3MH0,4.9,10,0.2801
B0014D5NVS,3.8,10,0.4051
B0014CVSOA,4.1,10,0.6382
B0014D5NVS,4.5,10,0.4446
B0014D3MH0,4.9,10,0.4636
B0014CZUZ8,4.4,10,0.6209
B0014D5NVS,3.5,10,0.5515
B0014CZUZ8,4,10,0.425
B0014D3MH0,4.8,10,0.3402
B0014CVSOA,4.5,10,0.5263
B0014D5NVS,4.5556,9,0.5478
B0014CZUZ8,4,10,0.0126
B0014D3MH0,5,10,0.3913
B0014D5NVS,4,10,0.3278
B0014CZUZ8,3.8,10,0.5478
B0014CVSOA,4.4,10,0.6028
B0014D3MH0,4.8,10,0.1766
B0014D5NVS,4.4,20,0.3254
B0014CZUZ8,3.9,10,0.2004
B0014D3MH0,5,10,0.3039
B0014D5NVS,4.5,10,0.4451
B0014CZUZ8,4.3,10,0.5651
B0014D5NVS,4.3,10,0.5609
B0014D3MH0,4.5,10,0.2224
B0014CZUZ8,4.1,10,0.3716
B0014CVSOA,4.4,10,0.4887
B0014D5NVS,4.4,10,0.4005
B0014D3MH0,4.8,10,0.2443
B0014D5NVS,3.6,10,0.3997
B0014CZUZ8,4.5,10,0.4742
B0014CVSOA,5,10,0.6344
B0014D5NVS,4.6,10,0.3376
B0014D3MH0,5,10,0.4166
B0014D5NVS,4.2,10,0.3203
B0014CZUZ8,4,10,0.5431
B0014CVSOA,4.6,10,0.7176
B0014D3MH0,4.4,10,0.4096
B0014D5NVS,4.8,10,0.4064
B0014CZUZ8,4.1,10,0.0169
B0014D5NVS,4.3,10,0.4147
B0014D3MH0,4.7,10,0.0287
B0014CVSOA,4.4,10,0.6813
B0014CZUZ8,4.5,10,0.7389
B0014D5NVS,4.6,10,0.6541
B0014D3MH0,3.9,10,0.1639
B0014CZUZ8,3.9,10,0.2999
B0014CVSOA,4.3,10,0.4074
B0014D5NVS,3.8,10,0.5962
B0014CZUZ8,4.2,10,0.5933
B0014D3MH0,5,10,0.4349
B0014D5NVS,3.8,10,0.5029
B0014CVSOA,4.9,10,0.5741
B0014D5NVS,4.6,10,0.4249
B0014CZUZ8,3.9,10,0.3676
B0014D3MH0,4.2,10,0.2466
B0014CVSOA,4.6,10,0.8457
B0014D5NVS,4.3,10,0.4193
B0014CZUZ8,3.7,10,0.3516
B0014D5NVS,4.4,10,0.5925
B0014D3MH0,4.9,10,0.2496
B0014CZUZ8,4.6,10,0.3689
B0014D5NVS,3.9,10,0.3183
B0014D3MH0,5,10,0.2689
B0014CVSOA,4.1,10,0.7416
B0014CZUZ8,3.9,10,0.3988
B0014D5NVS,4.7,10,0.4175
B0014D3MH0,4.6,10,0.227
B0014CZUZ8,3.8,10,0.1967
B0014D5NVS,3.9,10,0.459
B0014D3MH0,4.9,10,0.4463
B0014CZUZ8,4.2,10,0.4303
B0014D5NVS,4.5,10,0.4422
B0014D3MH0,5,10,0.3583
B0014CZUZ8,4.1,10,0.177
B0014D5NVS,5,10,0.6203
B0014CZUZ8,3.8,10,0.5161
B0014D5NVS,4.6,20,0.613
B0014CZUZ8,3.6,10,0.3088
B0014D5NVS,3.8,10,0.4566
B0014CZUZ8,4.5,10,0.7465
B0014D5NVS,4.9,10,0.5526
B0014CZUZ8,3.5,10,0.4529
B0014D5NVS,4.7,10,0.4488
B0014CZUZ8,3.9,10,0.645
B0014D5NVS,4.9,10,0.6031
B0014CZUZ8,4.2,10,0.3248
B0014D5NVS,4.9,10,0.6966
B0014CZUZ8,3.9,10,0.4304
B0014D5NVS,4.52,100,0.4929
B0014D5L2O,4.6957,161,0.6071
B0014E2TQO,4.4286,14,0.6656
B0014E1B1S,4.5833,12,0.4588
B0014E1D34,4.2881,59,0.5289
B0014E2NXI,4.375,24,0.666
B0014E84TK,4.2661,124,0.3306
B0014E2SOC,4.6667,3,0.7001
B0014E84TK,4.4,20,0.4047
B0014E2SOC,4.85,20,0.5102
B0014E84TK,4.4,10,0.2074
B0014E2SOC,3.8,10,0.4208
B0014E84TK,4.9,10,0.2996
B0014E2SOC,4.4,10,0.3826
B0014E84TK,4.1,20,0.3318
B0014E2SOC,4.4,20,0.3592
B0014E84TK,4.4,10,0.4011
B0014E2SOC,4.4,10,0.2537
B0014E84TK,4.9,10,0.5739
B0014E2SOC,4.9,20,0.5215
B0014E84TK,4.5,20,0.4283
B0014E2SOC,4.8,20,0.3981
B0014E84TK,4.6,20,0.4926
B0014E2SOC,4.9,10,0.4418
B0014E84TK,4.1,10,0.6047
B0014E2SOC,4.8,10,0.429
B0014E84TK,4.8,10,0.4427
B0014E2SOC,4.6,10,0.3385
B0014E84TK,4.75,20,0.3806
B0014E2SOC,4.7,10,0.5919
B0014E84TK,4.6,10,0.5873
B0014E2SOC,4.9,10,0.334
B0014E84TK,4.5,10,0.569
B0014E2SOC,4.7,10,0.2292
B0014E84TK,3.5,10,0.3968
B0014E2SOC,4.8,10,0.5849
B0014E84TK,5,10,0.4753
B0014E2SOC,4.5,10,0.3624
B0014E84TK,4.7,10,0.2661
B0014E2SOC,4.8,10,0.598
B0014E84TK,4.9,10,0.5496
B0014E2SOC,4.7,10,0.5356
B0014E84TK,4.6,10,0.2469
B0014E2SOC,4.7,10,0.5464
B0014E84TK,4.5,10,0.577
B0014E2SOC,4.4,10,0.3911
B0014E84TK,4.9,10,0.4212
B0014E2SOC,4.7,10,0.4266
B0014E84TK,4.9,10,0.5609
B0014E2SOC,4.7,10,0.5386
B0014E84TK,4.6,10,0.5816
B0014E2SOC,5,10,0.6767
B0014E84TK,4.6513,390,0.4723
B0014E4G42,4.5118,170,0.5209
